NS_position_y,warning.started,final.started,exp_trials_loop.ran,__participant,training_intro.stopped,NS_button_example.numClicks,intro_continue.keys,S_button_example.timesOff,study_id,NS_button_practice.timesOn,pre_quiz_key.rt,consent.started,exp_trials_loop.thisN,S_button_practice.timesOff,NS_button.timesOn,unique_item_no,key_resp_end_prac.rt,button_pos_warning.stopped,session,__session,pre_quiz.stopped,prac_feedback_loop.thisN,warning.stopped,answer,NS_button_example.timesOff,prac_feedback_loop.thisIndex,frameRate,ready_to_go.stopped,AC_button.numClicks,age_textbox.text,training_intro_key.rt,pre_quiz_key.keys,intro.stopped,S_button_practice.numClicks,S_button_example.numClicks,AC_button.timesOn,ready_spacebar.rt,pre_prac_key.keys,ready_spacebar.keys,__datetime,feedback,instruction,pre_practice.started,NS_button.timesOff,practice_trial_feedback.started,trials.started,participant,gender_slider.response,demographics.started,intro.started,trials.stopped,prac_feedback_loop.ran,NS_position_x,S_button.numClicks,consent.stopped,S_position_y,AC_button.timesOff,instruction_colour,S_position_x,psychopyVersion,OS,expName,pre_quiz.started,ready_to_go.started,exp_trials_loop.thisTrialN,stim_size_y,ready_spacebar_2.rt,training_intro.started,NS_button_practice.numClicks,image,image_path,stim_size_x,pre_practice.stopped,NS_button_practice.timesOff,training_intro_key.keys,prac_feedback_loop.thisTrialN,practice_trial_feedback.stopped,S_button_example.timesOn,S_button_practice.timesOn,S_button.timesOff,date,exp_trials_loop.thisIndex,prac_feedback_loop.thisRepN,S_button.timesOn,exp_trials_loop.thisRepN,type,demographics.stopped,button_pos_warning.started,pre_prac_key.rt,NS_button_example.timesOn,__experimentName,ready_spacebar_2.keys,intro_continue.rt,NS_button.numClicks,key_resp_end_prac.keys,number,final.stopped
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,60,,[1.3500000000000227],11,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[1.3500000000000227],,741.467,67d2f0a3fc7591bc603ac592,,,,745.304,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,60,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0042_v4_1_MI_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,10,,[],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,61,,[2.2000000000000455],101,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[2.2000000000000455],,745.312,67d2f0a3fc7591bc603ac592,,,,750.004,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,61,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0374_avf_1_normal_nst.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,100,,[],0,NORM_no_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,62,,[0.6009999999999991],27,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[0.6009999999999991],,750.011,67d2f0a3fc7591bc603ac592,,,,753.106,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,62,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0210_v1_4_MI_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,26,,[],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,63,,[1.2339999999999236],25,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[1.2339999999999236],,753.133,67d2f0a3fc7591bc603ac592,,,,756.838,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,63,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0107_v1_3_MI_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,24,,[],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,64,,[1.9009999999999536],110,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[1.9009999999999536],,756.847,67d2f0a3fc7591bc603ac592,,,,761.2379999999999,,-0.65,0,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,64,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0467_v5_6_normal_nst.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,109,,[],0,NORM_no_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,65,,[],116,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,761.2479999999999,67d2f0a3fc7591bc603ac592,,,,770.971,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,65,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0481_avl_4_normal_nst.png,0.5,,,,,,,,[7.232000000000085],2025-07-15_17h16.30.004,115,,[7.232000000000085],0,NORM_no_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,66,,[1.5],9,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[1.5],,770.977,67d2f0a3fc7591bc603ac592,,,,774.971,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,66,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0038_v1_6_MI_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,8,,[],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,67,,[5.482999999999947],95,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[5.482999999999947],,774.981,67d2f0a3fc7591bc603ac592,,,,782.955,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,67,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0300_v1_4_normal_nst.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,94,,[],0,NORM_no_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,68,,[2.1340000000000146],32,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[2.1340000000000146],,782.968,67d2f0a3fc7591bc603ac592,,,,787.5889999999999,,-0.65,0,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,68,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0273_avr_5_NORM_NOST.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,31,,[],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,69,,[],31,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,787.601,67d2f0a3fc7591bc603ac592,,,,790.89,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,69,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0273_avl_5_NORM_NOST.png,0.5,,,,,,,,[0.8020000000000209],2025-07-15_17h16.30.004,30,,[0.8020000000000209],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,70,,[1.2170000000000982],94,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[1.2170000000000982],,790.907,67d2f0a3fc7591bc603ac592,,,,794.604,,-0.65,0,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,70,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0299_v1_5_normal_nst.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,93,,[],0,NORM_no_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,71,,[1.09800000000007],28,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[1.09800000000007],,794.611,67d2f0a3fc7591bc603ac592,,,,798.187,,-0.65,0,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,71,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0446_v4_2_MI_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,27,,[],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.45,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,72,,[1.3660000000000991],125,,,687671e2818b7ec977627768,001,,,,AC,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please IGNORE the following ECG and click on the centre of the visualisation.,,[1.3660000000000991],,798.196,67d2f0a3fc7591bc603ac592,,,,802.037,,0.65,0,,-0.45,[],red,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,72,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0089_v1_6_mi_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,124,,[],0,AC,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,73,,[],62,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,802.0459999999999,67d2f0a3fc7591bc603ac592,,,,806.021,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,73,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_0557_v1_3_mi_st.png,0.5,,,,,,,,[1.4839999999999236],2025-07-15_17h16.30.004,61,,[1.4839999999999236],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,74,,[1.1820000000000164],37,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[1.1820000000000164],,806.028,67d2f0a3fc7591bc603ac592,,,,809.704,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,74,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0302_ii_3_NORM_NOST.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,36,,[],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,75,,[1.4499999999999318],16,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[1.4499999999999318],,809.711,67d2f0a3fc7591bc603ac592,,,,813.638,,-0.65,0,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,75,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0062_v1_1_MI_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,15,,[],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,76,,[2.0680000000000973],4,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[2.0680000000000973],,813.6469999999999,67d2f0a3fc7591bc603ac592,,,,818.207,,-0.65,0,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,76,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0022_v1_3_MI_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,3,,[],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,77,,[0.75],33,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[0.75],,818.232,67d2f0a3fc7591bc603ac592,,,,821.455,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,77,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0273_ii_5_NORM_NOST.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,32,,[],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,78,,[1.0339999999999918],65,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[1.0339999999999918],,821.461,67d2f0a3fc7591bc603ac592,,,,824.9879999999999,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,78,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0020_v1_3_mi_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,64,,[],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,79,,[],5,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,824.996,67d2f0a3fc7591bc603ac592,,,,828.706,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,79,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0025_v4_4_MI_st.png,0.5,,,,,,,,[1.2169999999999845],2025-07-15_17h16.30.004,4,,[1.2169999999999845],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,80,,[],91,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,828.718,67d2f0a3fc7591bc603ac592,,,,832.87,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,80,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0273_avr_5_normal_nst.png,0.5,,,,,,,,[1.6660000000000537],2025-07-15_17h16.30.004,90,,[1.6660000000000537],0,NORM_no_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,81,,[],12,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,832.879,67d2f0a3fc7591bc603ac592,,,,836.7379999999999,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,81,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0051_v1_1_MI_st.png,0.5,,,,,,,,[1.3659999999999854],2025-07-15_17h16.30.004,11,,[1.3659999999999854],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,82,,[],67,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,836.7479999999999,67d2f0a3fc7591bc603ac592,,,,840.654,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,82,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0025_v4_4_mi_st.png,0.5,,,,,,,,[1.41700000000003],2025-07-15_17h16.30.004,66,,[1.41700000000003],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,83,,[],82,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,840.663,67d2f0a3fc7591bc603ac592,,,,844.288,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,83,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0092_iii_1_mi_st.png,0.5,,,,,,,,[1.1330000000000382],2025-07-15_17h16.30.004,81,,[1.1330000000000382],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,84,,[1.0339999999999918],40,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[1.0339999999999918],,844.304,67d2f0a3fc7591bc603ac592,,,,847.823,,-0.65,0,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,84,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0363_v4_2_NORM_NOST.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,39,,[],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,85,,[0.8829999999999245],92,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[0.8829999999999245],,847.842,67d2f0a3fc7591bc603ac592,,,,851.204,,-0.65,0,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,85,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0273_ii_5_normal_nst.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,91,,[],0,NORM_no_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,86,,[],98,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,851.209,67d2f0a3fc7591bc603ac592,,,,854.822,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,86,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0305_i_4_normal_nst.png,0.5,,,,,,,,[1.1169999999999618],2025-07-15_17h16.30.004,97,,[1.1169999999999618],0,NORM_no_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,87,,[1.83299999999997],88,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[1.83299999999997],,854.829,67d2f0a3fc7591bc603ac592,,,,859.155,,-0.65,0,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,87,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0109_avr_3_mi_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,87,,[],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.45,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,88,,[2.516999999999939],121,,,687671e2818b7ec977627768,001,,,,AC,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please IGNORE the following ECG and click on the centre of the visualisation.,,[2.516999999999939],,859.167,67d2f0a3fc7591bc603ac592,,,,864.1709999999999,,0.65,0,,-0.45,[],red,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,88,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0465_v1_4_normal_nst.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,120,,[],0,AC,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,89,,[1.483000000000061],99,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[1.483000000000061],,864.177,67d2f0a3fc7591bc603ac592,,,,868.155,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,89,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0363_v4_2_normal_nst.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,98,,[],0,NORM_no_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,90,,[],57,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,868.163,67d2f0a3fc7591bc603ac592,,,,872.288,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,90,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0481_avl_4_NORM_NOST.png,0.5,,,,,,,,[1.6330000000000382],2025-07-15_17h16.30.004,56,,[1.6330000000000382],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,91,,[1.4629999999999654],86,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[1.4629999999999654],,872.294,67d2f0a3fc7591bc603ac592,,,,876.2379999999999,,-0.65,0,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,91,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0105_v1_2_mi_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,85,,[],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,92,,[1.3870000000000573],47,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[1.3870000000000573],,876.247,67d2f0a3fc7591bc603ac592,,,,880.126,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,92,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0465_avl_5_NORM_NOST.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,46,,[],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,93,,[],113,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,880.153,67d2f0a3fc7591bc603ac592,,,,883.838,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,93,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0478_i_5_normal_nst.png,0.5,,,,,,,,[1.217999999999961],2025-07-15_17h16.30.004,112,,[1.217999999999961],0,NORM_no_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.45,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,94,,[],122,,,687671e2818b7ec977627768,001,,,,AC,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please IGNORE the following ECG and click on the centre of the visualisation.,,[],,883.848,67d2f0a3fc7591bc603ac592,,,,887.4879999999999,,-0.65,1,,-0.45,[],red,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,94,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0478_v6_1_normal_nst.png,0.5,,,,,,,,[1.1509999999999536],2025-07-15_17h16.30.004,121,,[1.1509999999999536],0,AC,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,95,,[],84,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,887.501,67d2f0a3fc7591bc603ac592,,,,891.0219999999999,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,95,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0098_v1_5_mi_st.png,0.5,,,,,,,,[1.0339999999999918],2025-07-15_17h16.30.004,83,,[1.0339999999999918],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
